,QUESTION_TITLE,QUESTION_BODY,ACCEPTED_ANSWER_BODY,QUESTION_SCORE,QUESTION_VIEWS,ANSWER_SCORE,ANSWER_COMMENT_COUNT,ANSWER_REPUTATION,QUESTION_BODY_HAS_CODE,ACCEPTED_ANSWER_BODY_HAS_CODE
200,PHP & MySQL SELECT Substring, is a variable with a 'detailed description'.  is column which might contain a substring of the detailed description () in a MySQL table called  I am trying to create a select statement that would find a record if the  is CONTAINED in the  variable. Then I want to update another table called  with the  field from the SELECT staement Researching on the website I have come up with the following.... But it doesn't work   Any Ideas??,"It should be:  or:  You need to put  in quotes. Actually, it would be better if you used a prepared query, then  would become a placeholder . After you query, you need to call  to get the column value: ",0.0,0.002494802494802495,0.0,0.42857142857142855,1.0,1,1
201,SQL: Can't understand how to select from my tables,"I need help with a data extraction. I'm an sql noob and I think I have a serious issue with my data design skills. DB system is MYSQL running on Linux. Table A is structured like this one:  Table B is:  Looking at whole table A, I need to extract all rows where both type and subtype are present as columns in a single table B row. Of course this condition is never met since A.subtype can't be at same time equal to B.subtype1 AND B.subtype2 ...  In the example the result set for id should be:  I m trying to use a join with 2 AND conditions, but of course I got an empty set. EDIT: @Barmar thank you for your support. It seems that I m really near the final solution. Just to keep things clear, I opened this thread with a shortened and simplified data structure, just to highlight the point where I was stuck. I thought about your solution, and is acceptable to have both result on a single row. Now, I need to reduce execution time.  First join takes about 2 minutes to complete, and it produce around 23Million of rows. The second join (table B) is probably taking longer. In fact, I need 3 hours to have the final set of 10 millions of rows. How can we impove things a bit? I noticed that mysql engine is not threaded, and the query is only using a single CPU. I indexed all fields used by join, but I m not sure its the right thing to do...since I m not a DBA  I suppose also having to rely on VARCHAR comparison for such a big join is not the best solution. Probably I should rewrite things using numerical ID that should be faster..  Probably split things into different query will help parallelism. thanks for a feedback","You can join Table A with itself to find all combinations of types and subtypes with the same ID, then compare them with the values in Table B.  This returns the two rows from Table A as a single row in the result, rather than as separate rows, I hope that's OK. If you need to split them up, you can move this into a subquery and join it back with the original table A to return each row.  DEMO",0.2,0.14760914760914762,0.0,0.0,1.0,1,1
202,$.getJSON adds ' http://localhost:3000' to api URL,"error  I am building Weather-App, and when I call API,   adds my localhost addres.  GET   http://localhost:3000/api.openweathermap.org/data/2.5/weather?lat=50.064650099999994&lon=19.9449799&APPID=f7dcb8e5d6a1f2126a2080a1e0d17b5a   404 (Not Found)  ","Since the URL doesn't contain , it's interpreted as a relative URL from the current page's path. Use: ",0.2,0.018295218295218296,0.0,0.5714285714285714,1.0,1,1
203,Dynamic table on click of row submit the hidden value within the tr only,I have a dynamic table using php and html which can be clicked and on click the table which is in a form submits and using the post method it post the two variables that are of the particular row.  I have used created a javascript using jquery e.g. form.submit() but the problem here is that whenever I click any of the rows on the table it parses only the last row's values. How can I resolve this? The code looks something like this:  This is looping for each row and it is in an echo statement. It works fine basically. Any ideas of how I can solve this. I can get around this. Any solutions on how I can do is much appreciated. Thank you,Change your HTML to: ,0.2,0.07941787941787942,0.0,0.14285714285714285,0.5227545053460433,1,1
204,Exit Pop Up and Internal Links,"I have this exit pop up script when a user exits a page  However, if you click on a link within the site, it triggers the pop up.  Can somebody please tell me what I need to add to prevent internal links from triggering the exit pop up?  Thanks so much in advance.",Add a click handler to all links that disables the  handler. ,0.2,0.31683991683991686,0.0,0.42857142857142855,0.5227545053460433,1,1
205,real time gps reall needs database?,"I'm working on a project that involves real time tracking. I'm using  and I'm stuck where users should locate others. Mine is not storing the lat,lng of the user in a database. Now my question is can I continue my project without database?  ","Yes you can. When you receive the GPS data, you could directly send it to all recipients. Therefore, you dont have to store it in a database. To be able to create channels with clients that stay open over a longer time, HTTP wont work, you will have to use WebSockets instead. A famous implementatoon for nodejs is https://socket.io",0.2,0.019542619542619544,0.0,0.2857142857142857,0.008168614335752505,1,0
206,Using jQuery to position one element next to another no matter the value,"this is a wonderful website.  I am a new programmer who is having trouble trying to figure out how to position one element next to another no matter what the prior element is. For Example,  If I have element A that can have a value of anything And if I have element B which looks like the word ""Dog"". I want to place Dog right after element A. So if element A is Cat: I want it to show ""Cat Dog"" And if element A is Hippopotamus: I want it to show ""Hippopotamus Dog"" The reason I say this is because I am having spacing issues.  It is my understanding this can be accomplished with jQuery. Here is an example css:  Thank you for reading. Note: Neither element is a child of another or anything like that.  They are completely random elements.  Also the code has to be sensitive to browser resizing.","The jQuery  method will move an element after another element.  Browser resizing is irrelevant. If an element is after another element, it will be there regardless of the size.",0.2,0.3288981288981289,0.0,0.2857142857142857,1.0,1,1
207,How to render a table with blueprintjs/table,"I'm attempting to display a json array of data within a blueprintjs table. The table should be dynamic in it's rendering (number of rows and columns), so to display whatever is in the json array. In production, the json array will come from an API call, but to start off with, I'm just trying to get it working on some dummy data. I've managed to generate the table dynamically and display the column headers, however I'm stuck on generating the actual data cells. Here's my code so far:  When this code runs, I get a table, with the correct number of rows and the correct number of columns, and also with correct column headers. I now need to somehow fill in the rows with the cells/data, and I'm stuck. I'm not sure how I should go about this.  How can it be done? In case you'd like to see the dummy data:  Note I'm only interested in display the data in the  key. So the names of my columns are ""elevation"", ""country"", ""geonameid"", etc. And the cell data should be the values of those keys. My real dummy data actually has about 20 of these objects in the array, but i've just shown one for brevity.","Instead of only passing they key, may pass key and value:  Now you can get it like this: ",0.2,0.06694386694386695,0.0,0.0,1.0,1,1
208,how can i assign array positions to strings which have been splited by the strtock_r in c," Above is my code. but i tried running it for several times it's not doing what i want. I'm asking for your help.  I want to make that code where by if  an array  has got several commands it splits them into into single commands e.g.   After doing that it splits those commands into substrings e.g.  further split into  followed by    and similarly to the other task. Then after that the  startment must compare if the string in the split substrings is . if it confirms then it would pick the second string from the split string () that is  then it wrks on it. For example above in my code I only used a double command so when it goes to a string  it picks it, also splits it and picks the word  and compares it. Then if it's the one then it goes further to pick the word  and it doubles it thus returning   as the output. so am kindly requesting for your support","This line produces undefined behavior:  because the source and destination are not allowed to overlap. You can make a copy of  so you can concatenate it.  You're not using  correctly. The first call to  in a loop passes a pointer to the string being parsed as the first argument, and a pointer to some other pointer as the third argument. When you repeat these calls in the loop, the first argument should be  -- that tells  that you want to continue parsing the same string. And the pointer to the token is the value returned from the function, not the third argument. After you find the word , you need to read the next token to get the word that should be doubled. Your code is doubling the current word, which is just . Here's the corrected code. ",0.4,0.016632016632016633,0.0,0.14285714285714285,0.5227545053460433,1,1
209,MySQL - select table name if it contains record for list of tables,"I am interested in finding the most efficient manner to query the following:  For a list of table names, return the table name if it contains at least one record that meet the conditions  Essentially, something similar to the following Python code in a single query:  Is this possible in MySQL?",You can use a  of queries that search each table. ,0.2,0.008731808731808732,0.0,0.0,0.00045462995514440477,1,1
210,Javascript: Looping an object with TypeError property undefined,"I have an array of object called  that store name  and i have a function setEmptyStr that return empty string if variable is undefined  I try to looping my array of object (with more length than the array it self), my array length is 4, i try 5. and i dont wanna use array.length;  the 4 names are return successful because it is not undefined. But the 5th is return   TypeError property 'name' is undefined.    Uncaught TypeError: Cannot read property 'name' of undefined  I want the 5th is return an empty string. How can i do this? Is there is an error in my code? ",Use this:       Testing  first prevents an error from trying to access a property of .,0.2,0.0004158004158004158,0.0,0.0,0.0002908159227239513,1,1
211,Mysql cumulative row count and group by date,"I'm trying to make a cumulative count of my users registration, my data is similar to this:  I want a query that would show the number of users that have been registered before each date in a table, something like:  My current query is:  Unfortunately it does not work, can anyone shed some light? PS: Please don't link questions that show how to sum field values, as this is to sum COUNT of rows.",You need to do the grouping in a subquery. ,0.2,0.019542619542619544,0.0,0.14285714285714285,1.0,1,1
212,Show content if user_type is equal to X,"I have a question. How can you show content on a webpage if a user type is equal to value ? I want to show content only if the user had user_type admin. I've this code rightnow but it isn't working correct, it shows the content to user and admin. I had this kind of code on my other website but that was 4years ago. Any suggestions?  Kind regards","The problem is the  after the :  That's putting an empty statement as the body of the , and the next code block is being executed unconditionally. Delete that .",0.2,0.5779625779625781,0.0,0.0,0.010368139827240616,1,1
215,"Decorator Pattern, compiler doesn't allow type propagation","I am trying to implement the decorator pattern, here my specfication :  And   And   The problem is why the compiler doesn't allow this :  Sandwich  via inheritence, 's constructor takes a  so why the compiler isn't happy?  Compiler message :  Thanks for your clarifications.  ","Imagine this case ( that sandwich has some methods):  So now youre doing this:  The upper code will fail. Therefore, youre not allowed to assign a non Sandwich to sand.",0.2,0.20291060291060292,0.0,1.0,1.0,1,1
217,How I can convert array to object in Javascript,I am trying to convert in Javascript an array   to object   How I can do this. Thanks,"Should be straight forward, just iterate and split on the colon      ",0.0,0.002079002079002079,0.0,0.2857142857142857,1.0,1,1
218,Ajax timeout when executing a command in backend,"I am using $.ajax method to get data from server but facing 'connection Timed out error 504'. My application is web application deployed on Apache-Tomcat server.In the back end I run a command using ""Runtime.getRuntime().exec(command)"" The command is running a hadoop command . Even after the error the command runs successfully and creates the output file .  The entire process takes about 3 minutes  I have done following things to solve this issue-  Still I am getting 'connection Timed out error 504'. Any help is appreciated  Thanks Nirav ","I think it is better to break a long time task into 2 parts for online application:  Trigger the task, and return a unique task id intermediately. Retrieve result later with the task id. ",0.2,0.0029106029106029108,0.0,0.8571428571428571,1.0,1,0
220,What happens when I `sock.recv(..)` on more bytes than have been sent to me?,"Suppose I've connected to a server using a . I have called , but the server has only sent me 500 bytes. In my experiment,  returned after receiving the 500 bytes. But will this always be the case?  Or is it possible for  to continue waiting for ever if the argument passed to it is larger than the amount of bytes it will ever receive?","From the documentation:  The maximum amount of data to be received at once is specified by .  It's the maximum allowed, not an amount to wait for. There's an optional  argument, whose meaning is the same as for the Unix  system call. One of the values there is:  MSG_WAITALL (since Linux 2.2)                 This flag requests that the operation block until the full                 request is satisfied.  However, the call may still return less                 data than requested if a signal is caught, an error or                 disconnect occurs, or the next data to be received is of a                 different type than that returned.  This flag has no effect                 for datagram sockets.  So if you use this option, it will wait until 1000 bytes are received, unless the connection is closed first. Without the option, it waits until anything is available, and then returns it, up to the  specified.",0.2,0.14511434511434512,0.0,0.0,1.0,1,1
221,How to make a date that can rollover months and years,"I want to create an incremental date. I have two buttons, one increases the date by 1 and another decreases it by 1. It works well until the end of the month or year; how to make it so it rolls over and can change depending on the month, as some months don't have the same amount of days? Here's the code I have thus far   is a variable I'm using to add the days to the function","Just add the days directly to the Date, it will handle it: ",0.2,0.4332640332640333,0.0,0.42857142857142855,0.0007859392341970075,1,1
222,Fancybox is not working with simple link,"Please developers, I did everything over and over and can't seem to find out why fancybox plugin refuses to work. I think its the javascript below that suppose to fire the plugin. ","Open your console (F12) and notice the errors? Fancybox seems to use , which was removed in jQuery 1.9, and that's an error! Also,  is an error! There is no such element, you do however have a div with that ID ?",0.2,0.16715176715176716,0.0,0.7142857142857142,1.0,1,1
223,JavaScript: Convert string and concatenate it to dynamically create an object property reference,"I'm creating an API where values are passed by the server via data attribute, so the JS can use to retrieve information... My JS makes a AJAX call and a JSON object is returned...   In order to get the brand, I just type   this way I can get the results I need, but I need to build this path dynamically, by joining 2 partials of the path. Like I said in the beginning of the question, some info are passed via data attribute and the info is ... I need to join this to  in my code. I'm currently being able to get the desired result by using , like so  I know many of you will say that using  is bad and I'm very aware of it, but I just could not find a better way to make this to happen and there is another issue, when the brand, let's say,  is not on the JSON, I get an error ... One could avoid this, by checking if the property exist, before continuing the code, but I don't know how to do this kind of test when  is involved. So... basically, what I need, is a better way to dynamically build the property path, that can be tested to see if the property exist... Thanks in advance..."," That doenst support brackets, so do:  To return undefined for non existent keys (instead of an empty object): ",0.2,0.1422037422037422,0.0,0.0,0.017540985718729467,1,1
224,Merging two files in bash with a twist in shell linux,"The following question is somehow tricky but seemingly simple , i need to use bash  let us suppose i have 2 text files, the first on is FirstFile.txt   SecondFile.txt  I want to be able to create a new Thirdfile.txt that contains that values that are not in file A , meaning if there is a common variable with file A i want it to be removed. knowing that 2 0 and 0 2 are the same ... Can you help me out ?","Using , you can rearrange the columns so that the lower number is always first. When reading the first file, save them as keys in an associative array. When reading the second file, test if they're not found in the array.  Results: ",0.2,0.07941787941787942,0.0,0.14285714285714285,1.0,1,1
227,Converting relationships between data inside a JavaScript Array,"I have got a function that produces an array that is made up of X amount of sub-arrays containing Y amount of objects. Both of these factors are passed to a function to produce an array that looks something like this:  My question is, is there a way I can convert this array from this structure. To a structure shown below:  Basically, my aim is to take the original array generated by the script (see below) and pass it through another function to record how many times each number was present and what it's 'estimate' number was. In this example, I just created random numbers between 0 and 10 so an option would be to iterate and count each value I guess but unfortunately, I can't do this because eventually I will be using 5-letter combinations instead of numbers but numbers were easiest to show for an example and proof of concept.  So, I guess, I need to get an array of each unique value and then look at each value up in the original array to find out what estimate IDs have it present. Unfortunately, I don't have even an idea of where, to begin with, this, so I was hoping you guys can help. Code to generate random array:  If you have any suggestions on how to improve this code or as to why the estimate values in the sub-array are always last in the array that would be very helpful. Thank you --- EDIT --- I have changed the code that generates the original array to produce a simpler array.   From this code I now get the result:  Would there be a way to count the number of times the values on the right appear and what 'estimate' ID at [0] it appears in? Thank you.","First, let's redesign your input data and results to be a more useful format:  Then the code would be:       You can create the data with:      ",0.4,0.0033264033264033266,0.0,0.14285714285714285,0.17582767500032212,1,1
229,PHP PDO MySQL Count Login Streaks By Date,"What I'm trying to do is: * If user is logged on within 1 day, do nothing. * if user is logged on after 1 day, and is within 2 days, set count + 1 * if user is logged on after 2 days, set count 1  So far I have come up with this, but it does not really work the way as written above. Any suggestions?",You can do it entirely in a single  query: ,0.2,0.7995841995841997,0.0,0.42857142857142855,1.0,1,1
230,Find specific words and replace with capitals,"I need to use Unix and create an awk script. The first part of the script is to find the words ""Ant"" ""Ass"" and ""Ape"" in a text file and replace them with the same word but capitalized.  Do I use gsub to find each occurrence? If i do:  it just prints every line of the file 3 or 4 times... how can I search and replace these three words and then print out only the modified line?  The second part of the program is to track the number of lines with matches to Ass, Ape, or Ant and the number of substitutions made. Thanks for your help!",Do all the substitutions in a single clause: ,0.2,0.20083160083160084,0.0,0.42857142857142855,1.0,1,1
231,Django - multiple url params with included template,"I'm trying to include an template and utilize it in two different views, where the first one gets one url param and the second gets the same plus another one. Inside my included template there is an iteration with a {% url %} tag that I need to pass both params, since the second view needs them, but doing this causes NoReverseMatch when trying to render my first view, probably because it only accepts one param. Is there any way to specifying the second param is optional? Here is my code: urls.py  models.py  views.py  includedtemplate.html  index.html  EDIT: I've managed to solve this by separating my urls with only one different slug each. This is simpler and fits my situation better, considering that I had a M2M for Category and Album and this could cause many urls for a single album.","You can combine views and set None for album_slug.   Also the order of urls is important - first url should be with one parameter, second with two parameters:  P.S. Instead of try..except in views you can use filter().first(). It is faster to write.",0.4,0.1704781704781705,0.0,0.14285714285714285,1.0,1,1
232,execution problem in read/write from file exercise (newbie),"i wrote a programe to read integers from a .txt file and put them in an array, it compiles just fine ,but would ask for the number of integers then stops  and this is my main function where i ask for the number of randomly generated integers and use my functions   and the header ","Fix the following problems:  You're not closing the file after you write it, so the buffer isn't being flushed. You're writing an extra newline before each number, but you don't skip it when reading.  expects an array of pointers, but the array contains integers, not pointers. There's no need to indirect through the references. When you pass an array to a function, a pointer to the first element is passed.  ",0.2,0.1862785862785863,0.0,0.0,0.00046199238356779606,1,1
233,Changing value of an input based on value of select option,"When inserting data into my table, I need to insert the day of the week as well as the number of the day of the week so they can be displayed in chronological order. To remove any room for error, I want the number of the day of the week to be determined by a select option. Example would be:  Here is what I have so far: HTML:  jQ:  Currently my code just gets the initial value of the first row pulled from the database and sets it to Monday. The code I have calls all rows and lets me edit them all at once, which gives each input/select a class that is ""dayx"" where x is the unique id from the database. ","Create an array with the day names, and use the index as the day number.  BTW, you don't need to use  to get the value of a . Calling  on the  itself works.",0.4,0.14636174636174637,0.0,0.42857142857142855,1.0,1,1
235,Javascript adding hidden data to form,"I've the following  function to add  data into my form,  and I have two forms as follows form1  saveTextAsFile()  form2  ValidateFile()  The hidden data of form 1 is being successfully added, passed and I am able to access that in my servlet, while I've used the same method in form 2 my servlet is throwing a . What is my mistake? When form2 is being submitted in my servlet,  PS: The cookie is set when form1 is submitted to doGet() and here in doPost() I am accessing the same cookie value. PS: I've tried changing  to  still the value remains null.","The input field adds properly. Check request with FireBug if the data from hidden input is there, it should be. It is rather your servlet issue. Maybe because you use different names for the forms. Maybe because you give different values for  . Code above works fine. The reason might be also in that your first form  does have no action field. You give us to little data about server side code to solve this problem. EDIT: I don't have experience in Java Servlets so I'm just shooting. At first time you send GET and  works. Second time you send POST, and there is issue with that. Since you send images, that is encoded data, you can't read it normally. I think you will find your answer here: HttpServletRequest get JSON POST data EDIT2: Try this method. It should do the job:  EDIT3: Because you're using Tomcat 6, you have issue with hadling . Here is similiar problem and solution: Convenient way to parse incoming multipart/form-data parameters in a Servlet You should move to Tomcat 7.",0.2,0.03284823284823285,0.0,0.0,1.0,1,1
236,JavaScript delete multiple rows from MySQL db with checkbox,"I have been trying to figure out how to delete multiple records from MySQL with checkbox and JavaScript. At this moment I have got working script, that deletes only one record from my db (latest id). For each  I got checkbox  I have a button and JS form (working - It gets all needed id, and I can display them, but can't delete.  Delete function: ","You need to use  to match against a list, not . And you can't put all the IDs into a single string, they need to be separate items in the literal list. You should use a parametrized statement to prevent SQL injection. ",0.2,0.01288981288981289,0.0,0.0,8.466792686899851e-05,1,1
237,How to make url in jQuery using query parameter?,"I am trying to use this plugin: https://github.com/tombonner/jurlp. I want to make url using parameter. Can we make using this plugin? Here is my code  http://plnkr.co/edit/IEnUPyGAgCCCPeII0xh3?p=preview I have two cases  First In url I have already ""?"" and add param it give expected result using ""&"" second if url does not contain ""?"" then it add param with ""?"" and ""&""  Can we use this plugin to make url? Any update ?",You can parse the original URL using   Then you can update the query parameters with the  method.  Then see the new URL  DEMO,0.0,0.014137214137214138,0.0,0.0,0.5227545053460433,1,1
238,WCF service which takes files as string,I have a WCF service which takes files as string and will read the file using below: when i am trying to consume WCF service on dev server issue is it is giving an error . I have my file at desktop. Please somebody help me resolve the issue. It's working when I consume web service which is local. ,"System.IO.File.ReadAllBytes accepts path as a parameter. That path is only available on the client. It's not available on the server. Your app is working locally because in that case client and server are essentially the same machine, so they both can access the file.  But, that's not the case when server is on a different machine. You need to modify your code to read the file on the client and pass the bytes[] to the service method",0.4,0.12016632016632017,0.0,0.42857142857142855,1.0,1,0
239,Jquery selecting a certain column with multiple tables,"The following var  is not working for me how I anticipated. I have two separate tables on my view. Both tables have some inputs in them with . If I am in the second table and a key up event occurs, it seems to be getting the input value from the first table and not the second table. But I need it to look at the same table that the keyup event happened in, not the first. ",The  you want is in the  row of the closest .        ,0.2,0.5081081081081082,0.0,0.0,0.08106401815574849,1,1
240,button href won't redirect,I'm really confused since yesterday I've wrote a Delete button that deletes all the loaded rows from the database and yesterday it worked just fine while today it is not working and I can't find the reason.  Code:  So I tried to delete each part of the code to see why it doesn't work but it's not working even when I got the JS onClik part off. It is not working when I'm deleting the PHP part and it's not even working when I fill  with . The problem is it just won't redirect the browser to the location of href. Tried from a localhost and a live server. I'm out of ideas.,Put an assignment to  in the  attribute. You can use an  statement to make it depend on the confirmation.      ,0.2,0.03783783783783784,0.0,0.0,1.0,1,1
241,how to use a command of a bash script in a expect script?,"I have the following code, which is an expect script,  I want to use mkdir to create a directory called input but I know that the command mkdir doesnt work in an  expect script I would appreciate any help with this  issue, I tried the folloging approach: ","You don't need to use , just use TCL's built-in  command: ",0.2,0.0395010395010395,0.0,1.0,0.0008963756605478751,1,1
